0,original,119606232438528, 119611712026912, 5479588384,7,2,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
1,branch_removed,119613620121728, 119619221145600, 5601023872,7,2,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
0,original,119623691460768, 119639884434880, 16192974112,7,6,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
1,branch_removed,119644495876288, 119661285492736, 16789616448,7,6,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
0,original,119668570414624, 119695935989760, 27365575136,7,10,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
1,branch_removed,119703260886432, 119731309215264, 28048328832,7,10,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
0,original,119741247507808, 119779929161440, 38681653632,7,14,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
1,branch_removed,119790090979104, 119828134217120, 38043238016,7,14,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
0,original,119840911485568, 119890889427744, 49977942176,7,18,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
1,branch_removed,119903393439936, 119952576713184, 49183273248,7,18,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
0,original,119967681003168, 120029287003200, 61606000032,7,22,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
1,branch_removed,120044703917184, 120106251345344, 61547428160,7,22,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
0,original,120124097907264, 120195647573824, 71549666560,7,26,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
1,branch_removed,120214049698176, 120287123844544, 73074146368,7,26,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
0,original,120308083366624, 120392398177600, 84314810976,7,30,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
1,branch_removed,120413027591744, 120495044115232, 82016523488,7,30,32,8,256*256,256 * 2,(256*256)/(256 * 2),200,1000
